science_decreases_jobs,trust_neighbours,trust_government,trust_scientists,trust_journalists,trust_doctors,trust_ngos,trust_trad_healers,age,gender,education,hh_income,subj_income,emp_status
FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,29,Male,Secondary (8-15 years),Middle 20%,Finding it difficult on present income,Employed full time for an employer
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,43,Male,Tertiary,Richest 20%,Living comfortable on present income,Employed full time for self
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,28,Female,Tertiary,Second 20%,Getting by on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,19,Male,Secondary (8-15 years),Fourth 20%,Living comfortable on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,81,Male,Tertiary,Richest 20%,Living comfortable on present income,Out of workforce
TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,67,Female,Tertiary,Second 20%,Living comfortable on present income,Out of workforce
FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,60,Female,Tertiary,Second 20%,Getting by on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,58,Male,Tertiary,Fourth 20%,Getting by on present income,Out of workforce
TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,53,Female,Tertiary,Richest 20%,Living comfortable on present income,Out of workforce
TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,19,Male,Secondary (8-15 years),Fourth 20%,Getting by on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,62,Female,Secondary (8-15 years),Richest 20%,Finding it difficult on present income,Employed full time for an employer
FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,26,Female,Tertiary,Middle 20%,Getting by on present income,Out of workforce
TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,34,Male,Secondary (8-15 years),Richest 20%,Finding it difficult on present income,Employed full time for an employer
FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,20,Female,Tertiary,Richest 20%,Living comfortable on present income,Employed full time for an employer
TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,66,Male,Secondary (8-15 years),Middle 20%,Finding it difficult on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,Female,Secondary (8-15 years),Fourth 20%,Finding it difficult on present income,Out of workforce
TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,55,Female,Secondary (8-15 years),Second 20%,Finding it very difficult on present income,Out of workforce
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50,Male,Secondary (8-15 years),Fourth 20%,Finding it very difficult on present income,Out of workforce
TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,44,Female,Secondary (8-15 years),Fourth 20%,Finding it difficult on present income,Employed full time for an employer
FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,37,Female,Tertiary,Second 20%,Getting by on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,26,Female,Tertiary,Second 20%,Living comfortable on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,41,Male,Secondary (8-15 years),Poorest 20%,Getting by on present income,Employed full time for an employer
TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,34,Female,Secondary (8-15 years),Middle 20%,Getting by on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,41,Female,Tertiary,Fourth 20%,Living comfortable on present income,Employed full time for an employer
FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,63,Female,Secondary (8-15 years),Second 20%,Finding it very difficult on present income,Out of workforce
FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,35,Male,Tertiary,Richest 20%,Getting by on present income,Employed full time for an employer
TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,45,Female,Tertiary,Fourth 20%,Getting by on present income,Employed full time for self
FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,31,Female,Tertiary,Richest 20%,Living comfortable on present income,Unemployed
FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,45,Female,Secondary (8-15 years),Richest 20%,Living comfortable on present income,Employed full time for an employer
TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,70,Female,Secondary (8-15 years),Fourth 20%,Finding it very difficult on present income,Out of workforce
TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,40,Female,Tertiary,Poorest 20%,Getting by on present income,Out of workforce
FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,35,Female,Secondary (8-15 years),Poorest 20%,Getting by on present income,Unemployed
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,62,Female,Tertiary,Middle 20%,Finding it difficult on present income,Employed full time for self
TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,39,Female,Tertiary,Richest 20%,Getting by on present income,Out of workforce
FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,62,Female,Tertiary,Fourth 20%,Finding it difficult on present income,Employed full time for an employer
TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,58,Female,Secondary (8-15 years),Poorest 20%,Getting by on present income,Employed part time want full time
TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,56,Female,Secondary (8-15 years),Middle 20%,Finding it difficult on present income,Employed full time for an employer
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,30,Female,Secondary (8-15 years),Poorest 20%,Finding it very difficult on present income,Employed part time want full time
TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,40,Female,Secondary (8-15 years),Middle 20%,Finding it very difficult on present income,Employed full time for an employer
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,45,Male,Secondary (8-15 years),Fourth 20%,Finding it difficult on present income,Employed full time for an employer
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,80,Female,Secondary (8-15 years),Second 20%,Finding it very difficult on present income,Out of workforce
FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,44,Female,Tertiary,Richest 20%,Living comfortable on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,62,Male,Secondary (8-15 years),Fourth 20%,Living comfortable on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,64,Female,Secondary (8-15 years),Middle 20%,Finding it difficult on present income,Out of workforce
FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,38,Male,Tertiary,Fourth 20%,Getting by on present income,Employed part time do not want full time
TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,73,Female,Tertiary,Richest 20%,Living comfortable on present income,Employed full time for self
TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,83,Female,Tertiary,Fourth 20%,Finding it difficult on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,40,Female,Tertiary,Richest 20%,Living comfortable on present income,Employed full time for self
TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,34,Male,Secondary (8-15 years),Richest 20%,Getting by on present income,Employed full time for an employer
TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,49,Female,Tertiary,Richest 20%,Living comfortable on present income,Employed full time for an employer
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33,Male,Secondary (8-15 years),Richest 20%,Living comfortable on present income,Employed full time for an employer
TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,34,Male,Secondary (8-15 years),Second 20%,Finding it very difficult on present income,Employed full time for an employer
TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,55,Female,Tertiary,Middle 20%,Finding it difficult on present income,Employed full time for an employer
TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,36,Male,Tertiary,Middle 20%,Getting by on present income,Employed full time for self
FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,73,Female,Secondary (8-15 years),Middle 20%,Finding it difficult on present income,Employed full time for an employer
FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,64,Female,Secondary (8-15 years),Second 20%,Finding it difficult on present income,Out of workforce
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,28,Male,Secondary (8-15 years),Fourth 20%,Getting by on present income,Unemployed
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,83,Male,Secondary (8-15 years),Second 20%,Getting by on present income,Out of workforce
TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,62,Male,Tertiary,Richest 20%,Living comfortable on present income,Employed full time for self
FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,50,Male,Secondary (8-15 years),Richest 20%,Living comfortable on present income,Employed full time for an employer
TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,45,Female,Secondary (8-15 years),Middle 20%,Finding it difficult on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,27,Male,Secondary (8-15 years),Second 20%,Getting by on present income,Employed full time for self
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,30,Male,Tertiary,Fourth 20%,Getting by on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,39,Male,Tertiary,Fourth 20%,Getting by on present income,Out of workforce
FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,69,Female,Tertiary,Middle 20%,Finding it difficult on present income,Employed part time do not want full time
FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,38,Male,Tertiary,Richest 20%,Getting by on present income,Employed part time do not want full time
FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,30,Male,Tertiary,Fourth 20%,Getting by on present income,Employed full time for an employer
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,26,Male,Tertiary,Richest 20%,Finding it difficult on present income,Employed full time for an employer
FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,56,Male,Secondary (8-15 years),Second 20%,Getting by on present income,Out of workforce
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,53,Female,Secondary (8-15 years),Poorest 20%,Getting by on present income,Out of workforce
TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,61,Female,Secondary (8-15 years),Richest 20%,Living comfortable on present income,Out of workforce
TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,41,Female,Secondary (8-15 years),Poorest 20%,Getting by on present income,Unemployed
FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,18,Female,Secondary (8-15 years),Richest 20%,Living comfortable on present income,Unemployed
TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,40,Female,Secondary (8-15 years),Middle 20%,Getting by on present income,Employed full time for an employer
TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,31,Female,Secondary (8-15 years),Second 20%,Getting by on present income,Out of workforce
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,47,Female,Secondary (8-15 years),Second 20%,Finding it difficult on present income,Employed full time for an employer
FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,56,Female,Secondary (8-15 years),Middle 20%,Getting by on present income,Out of workforce
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,69,Female,Tertiary,Middle 20%,Getting by on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,61,Female,Secondary (8-15 years),Poorest 20%,Getting by on present income,Employed full time for an employer
FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,55,Female,Tertiary,Second 20%,Getting by on present income,Employed full time for an employer
TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,51,Female,Tertiary,Richest 20%,Getting by on present income,Unemployed
FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,30,Male,Secondary (8-15 years),Poorest 20%,Getting by on present income,Employed full time for self
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,60,Male,Secondary (8-15 years),Richest 20%,Getting by on present income,Employed full time for an employer
TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,29,Female,Tertiary,Fourth 20%,Getting by on present income,Out of workforce
FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,87,Male,Secondary (8-15 years),Middle 20%,Finding it difficult on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,33,Male,Tertiary,Richest 20%,Getting by on present income,Employed full time for an employer
FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,77,Male,Tertiary,Fourth 20%,Getting by on present income,Out of workforce
FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,56,Female,Secondary (8-15 years),Richest 20%,Getting by on present income,Employed full time for an employer
FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,47,Female,Secondary (8-15 years),Fourth 20%,Finding it very difficult on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,29,Male,Secondary (8-15 years),Fourth 20%,Living comfortable on present income,Employed full time for an employer
TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,19,Female,Tertiary,Poorest 20%,Living comfortable on present income,Employed full time for self
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,21,Female,Secondary (8-15 years),Fourth 20%,Living comfortable on present income,Employed full time for an employer
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,33,Male,Tertiary,Richest 20%,Living comfortable on present income,Employed full time for self
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,34,Female,Secondary (8-15 years),Second 20%,Getting by on present income,Unemployed
TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,27,Male,Tertiary,Richest 20%,Living comfortable on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,60,Female,Secondary (8-15 years),Richest 20%,Getting by on present income,Employed full time for an employer
FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,27,Female,Secondary (8-15 years),Poorest 20%,Finding it difficult on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,65,Female,Tertiary,Second 20%,Finding it difficult on present income,Out of workforce
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,60,Male,Secondary (8-15 years),Poorest 20%,Getting by on present income,Employed full time for an employer
FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,39,Female,Secondary (8-15 years),Fourth 20%,Getting by on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,42,Female,Tertiary,Fourth 20%,Getting by on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,24,Male,Tertiary,Second 20%,Living comfortable on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,44,Female,Tertiary,Fourth 20%,Getting by on present income,Employed full time for an employer
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,22,Female,Tertiary,Middle 20%,Living comfortable on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,29,Male,Tertiary,Fourth 20%,Finding it difficult on present income,Employed full time for an employer
TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,70,Female,Tertiary,Second 20%,Finding it difficult on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,66,Male,Secondary (8-15 years),Fourth 20%,Getting by on present income,Employed part time want full time
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,21,Male,Elementary or less (8 years or less),Richest 20%,Living comfortable on present income,Out of workforce
FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,30,Female,Secondary (8-15 years),Poorest 20%,Finding it difficult on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,33,Female,Tertiary,Fourth 20%,Getting by on present income,Unemployed
FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,27,Female,Tertiary,Richest 20%,Getting by on present income,Employed full time for an employer
TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,49,Female,Tertiary,Poorest 20%,Getting by on present income,Employed full time for self
FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,29,Male,Tertiary,Fourth 20%,Living comfortable on present income,Employed full time for an employer
FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,40,Male,Tertiary,Richest 20%,Living comfortable on present income,Employed full time for an employer
FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,31,Female,Tertiary,Fourth 20%,Living comfortable on present income,Employed full time for an employer
FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,54,Female,Secondary (8-15 years),Poorest 20%,Finding it very difficult on present income,Employed full time for an employer
FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,25,Male,Tertiary,Richest 20%,Living comfortable on present income,Employed full time for self
TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,23,Female,Secondary (8-15 years),Richest 20%,Living comfortable on present income,Employed part time want full time
FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,60,Male,Secondary (8-15 years),Fourth 20%,Getting by on present income,Employed part time do not want full time
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,55,Female,Tertiary,Middle 20%,Getting by on present income,Out of workforce
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,27,Female,Secondary (8-15 years),Poorest 20%,Getting by on present income,Employed full time for an employer
TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,35,Female,Tertiary,Second 20%,Finding it difficult on present income,Unemployed
FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,67,Female,Tertiary,Richest 20%,Living comfortable on present income,Employed part time do not want full time
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,34,Male,Tertiary,Middle 20%,Getting by on present income,Employed full time for an employer
FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,26,Female,Tertiary,Middle 20%,Living comfortable on present income,Unemployed
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,29,Male,Secondary (8-15 years),Poorest 20%,Getting by on present income,Employed full time for an employer
TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,56,Male,Secondary (8-15 years),Richest 20%,Finding it very difficult on present income,Employed full time for an employer
TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,35,Female,Secondary (8-15 years),Fourth 20%,Finding it difficult on present income,Out of workforce
FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,48,Male,Secondary (8-15 years),Middle 20%,Getting by on present income,Employed part time do not want full time
FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,24,Male,Tertiary,Richest 20%,Living comfortable on present income,Employed full time for self
TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,62,Female,Tertiary,Fourth 20%,Getting by on present income,Employed full time for an employer
FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,22,Male,Secondary (8-15 years),Middle 20%,Getting by on present income,Employed part time do not want full time
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,26,Male,Secondary (8-15 years),Richest 20%,Living comfortable on present income,Employed full time for self
TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,63,Male,Tertiary,Richest 20%,Getting by on present income,Employed full time for an employer
TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,60,Female,Tertiary,Poorest 20%,Getting by on present income,Employed full time for an employer
TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,50,Female,Secondary (8-15 years),Richest 20%,Finding it difficult on present income,Employed full time for an employer
TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,72,Female,Secondary (8-15 years),Middle 20%,Finding it difficult on present income,Out of workforce
TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,34,Male,Tertiary,Richest 20%,Living comfortable on present income,Out of workforce
TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,20,Male,Tertiary,Fourth 20%,Living comfortable on present income,Out of workforce
TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,27,Female,Secondary (8-15 years),Poorest 20%,Finding it very difficult on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,25,Male,Secondary (8-15 years),Fourth 20%,Getting by on present income,Employed full time for an employer
FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,23,Female,Tertiary,Fourth 20%,Living comfortable on present income,Out of workforce
TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,30,Female,Secondary (8-15 years),Middle 20%,Living comfortable on present income,Employed full time for an employer
FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,42,Male,Secondary (8-15 years),Fourth 20%,Finding it difficult on present income,Employed full time for an employer
TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,62,Female,Secondary (8-15 years),Second 20%,Finding it very difficult on present income,Out of workforce
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,62,Female,Tertiary,Fourth 20%,Getting by on present income,Employed part time do not want full time
TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,46,Female,Tertiary,Poorest 20%,Getting by on present income,Employed full time for an employer
TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,17,Female,Secondary (8-15 years),Fourth 20%,Living comfortable on present income,Out of workforce
FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25,Female,Tertiary,Fourth 20%,Living comfortable on present income,Employed full time for self
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,100,Female,Tertiary,Fourth 20%,Living comfortable on present income,Employed part time do not want full time
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,72,Female,Elementary or less (8 years or less),Second 20%,Getting by on present income,Out of workforce
TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,53,Male,Tertiary,Middle 20%,Finding it difficult on present income,Employed full time for self
TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,58,Female,Secondary (8-15 years),Fourth 20%,Getting by on present income,Employed full time for self
TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,53,Female,Secondary (8-15 years),Poorest 20%,Getting by on present income,Employed full time for self
FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,30,Female,Tertiary,Middle 20%,Living comfortable on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,48,Male,Secondary (8-15 years),Richest 20%,Getting by on present income,Employed full time for an employer
FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,34,Female,Tertiary,Second 20%,Getting by on present income,Out of workforce
TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,43,Female,Tertiary,Second 20%,Getting by on present income,Out of workforce
TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,21,Female,Elementary or less (8 years or less),Poorest 20%,Finding it very difficult on present income,Unemployed
FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,17,Female,Secondary (8-15 years),Second 20%,Finding it very difficult on present income,Out of workforce
FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,23,Female,Secondary (8-15 years),Second 20%,Getting by on present income,Out of workforce
TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,28,Female,Secondary (8-15 years),Richest 20%,Finding it very difficult on present income,Employed full time for an employer
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,30,Female,Secondary (8-15 years),Fourth 20%,Getting by on present income,Employed part time want full time
FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,16,Female,Secondary (8-15 years),Poorest 20%,Finding it difficult on present income,Out of workforce
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,50,Male,Elementary or less (8 years or less),Middle 20%,Finding it very difficult on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,26,Male,Elementary or less (8 years or less),Poorest 20%,Finding it difficult on present income,Out of workforce
TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,30,Male,Elementary or less (8 years or less),Richest 20%,Getting by on present income,Employed full time for an employer
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,15,Female,Elementary or less (8 years or less),Second 20%,Getting by on present income,Employed part time do not want full time
TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,41,Male,Tertiary,Middle 20%,Getting by on present income,Employed part time want full time
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,22,Female,Secondary (8-15 years),Middle 20%,Getting by on present income,Employed full time for an employer
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,Male,Secondary (8-15 years),Richest 20%,Finding it difficult on present income,Employed part time do not want full time
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,42,Male,Secondary (8-15 years),Richest 20%,Getting by on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,27,Female,Secondary (8-15 years),Richest 20%,Getting by on present income,Employed full time for an employer
FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,20,Male,Secondary (8-15 years),Second 20%,Finding it very difficult on present income,Employed part time want full time
FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,33,Male,Tertiary,Richest 20%,Getting by on present income,Employed full time for an employer
