science_decreases_jobs,trust_neighbours,trust_government,trust_scientists,trust_journalists,trust_doctors,trust_ngos,trust_trad_healers,age,gender,education,hh_income,subj_income,emp_status
TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,17,Male,Secondary (8-15 years),Middle 20%,Finding it very difficult on present income,Out of workforce
TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,24,Male,Secondary (8-15 years),Richest 20%,Getting by on present income,Employed full time for an employer
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,42,Female,Secondary (8-15 years),Fourth 20%,Finding it difficult on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,32,Male,Secondary (8-15 years),Poorest 20%,Getting by on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,60,Male,Tertiary,Richest 20%,Getting by on present income,Employed full time for an employer
TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,46,Male,Secondary (8-15 years),Richest 20%,Getting by on present income,Employed full time for an employer
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,34,Male,Tertiary,Fourth 20%,Living comfortable on present income,Employed full time for an employer
TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,33,Female,Secondary (8-15 years),Richest 20%,Living comfortable on present income,Employed full time for an employer
TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,30,Male,Tertiary,Poorest 20%,Getting by on present income,Employed full time for an employer
FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,24,Female,Secondary (8-15 years),Poorest 20%,Getting by on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,40,Male,Secondary (8-15 years),Richest 20%,Living comfortable on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,19,Female,Secondary (8-15 years),Poorest 20%,Living comfortable on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,31,Female,Secondary (8-15 years),Fourth 20%,Living comfortable on present income,Employed full time for an employer
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,17,Female,Secondary (8-15 years),Richest 20%,Getting by on present income,Employed part time want full time
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,23,Female,Secondary (8-15 years),Middle 20%,Getting by on present income,Out of workforce
TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,44,Male,Secondary (8-15 years),Second 20%,Finding it difficult on present income,Employed full time for an employer
TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,51,Male,Tertiary,Fourth 20%,Getting by on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,32,Female,Tertiary,Fourth 20%,Living comfortable on present income,Employed part time want full time
TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,26,Male,Tertiary,Fourth 20%,Getting by on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,71,Male,Secondary (8-15 years),Fourth 20%,Living comfortable on present income,Out of workforce
TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,29,Female,Secondary (8-15 years),Richest 20%,Getting by on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,66,Female,Secondary (8-15 years),Richest 20%,Living comfortable on present income,Out of workforce
TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,42,Male,Tertiary,Fourth 20%,Getting by on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,74,Female,Secondary (8-15 years),Middle 20%,Getting by on present income,Out of workforce
TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,54,Male,Tertiary,Middle 20%,Getting by on present income,Employed full time for an employer
FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,49,Female,Tertiary,Middle 20%,Getting by on present income,Employed full time for an employer
TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,76,Male,Tertiary,Richest 20%,Getting by on present income,Out of workforce
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,73,Female,Elementary or less (8 years or less),Middle 20%,Finding it difficult on present income,Out of workforce
FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,68,Male,Tertiary,Fourth 20%,Living comfortable on present income,Out of workforce
TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,31,Male,Secondary (8-15 years),Poorest 20%,Getting by on present income,Employed full time for an employer
TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,15,Male,Secondary (8-15 years),Poorest 20%,Getting by on present income,Out of workforce
TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,47,Male,Tertiary,Middle 20%,Living comfortable on present income,Employed full time for an employer
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,65,Male,Secondary (8-15 years),Second 20%,Getting by on present income,Out of workforce
FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,36,Male,Tertiary,Second 20%,Living comfortable on present income,Employed full time for an employer
TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,19,Male,Secondary (8-15 years),Middle 20%,Getting by on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,71,Male,Secondary (8-15 years),Fourth 20%,Living comfortable on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,23,Male,Tertiary,Second 20%,Getting by on present income,Out of workforce
TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,73,Female,Tertiary,Fourth 20%,Living comfortable on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,33,Male,Secondary (8-15 years),Middle 20%,Getting by on present income,Out of workforce
TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,79,Female,Tertiary,Middle 20%,Getting by on present income,Out of workforce
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,72,Female,Secondary (8-15 years),Fourth 20%,Getting by on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,36,Female,Secondary (8-15 years),Richest 20%,Getting by on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,38,Female,Tertiary,Second 20%,Living comfortable on present income,Employed full time for an employer
TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,23,Female,Secondary (8-15 years),Second 20%,Getting by on present income,Out of workforce
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,67,Female,Secondary (8-15 years),Fourth 20%,Living comfortable on present income,Out of workforce
FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,57,Male,Secondary (8-15 years),Middle 20%,Getting by on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,43,Female,Tertiary,Middle 20%,Getting by on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,32,Male,Tertiary,Fourth 20%,Living comfortable on present income,Employed part time do not want full time
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,61,Female,Secondary (8-15 years),Second 20%,Living comfortable on present income,Out of workforce
TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,36,Male,Secondary (8-15 years),Middle 20%,Finding it difficult on present income,Employed part time want full time
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,33,Male,Secondary (8-15 years),Richest 20%,Getting by on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,50,Male,Elementary or less (8 years or less),Middle 20%,Getting by on present income,Employed full time for an employer
TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,19,Female,Secondary (8-15 years),Poorest 20%,Finding it very difficult on present income,Unemployed
TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,18,Female,Secondary (8-15 years),Poorest 20%,Getting by on present income,Out of workforce
TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,46,Female,Secondary (8-15 years),Second 20%,Finding it very difficult on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,69,Female,Tertiary,Fourth 20%,Getting by on present income,Out of workforce
TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,18,Female,Secondary (8-15 years),Second 20%,Living comfortable on present income,Unemployed
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,31,Female,Tertiary,Fourth 20%,Getting by on present income,Employed full time for an employer
FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,65,Male,Secondary (8-15 years),Poorest 20%,Getting by on present income,Out of workforce
TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,16,Male,Secondary (8-15 years),Poorest 20%,Getting by on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,19,Male,Secondary (8-15 years),Poorest 20%,Getting by on present income,Unemployed
FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,17,Female,Secondary (8-15 years),Poorest 20%,Finding it difficult on present income,Unemployed
FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,49,Female,Secondary (8-15 years),Middle 20%,Getting by on present income,Employed part time do not want full time
FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,46,Female,Tertiary,Richest 20%,Living comfortable on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,23,Male,Tertiary,Fourth 20%,Living comfortable on present income,Employed full time for self
FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,42,Female,Tertiary,Fourth 20%,Finding it difficult on present income,Employed full time for an employer
TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,36,Female,Secondary (8-15 years),Second 20%,Getting by on present income,Employed full time for an employer
TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,36,Male,Secondary (8-15 years),Second 20%,Finding it very difficult on present income,Employed full time for an employer
FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,26,Female,Tertiary,Poorest 20%,Living comfortable on present income,Employed full time for an employer
TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,48,Female,Tertiary,Richest 20%,Living comfortable on present income,Employed part time do not want full time
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,68,Male,Elementary or less (8 years or less),Second 20%,Finding it difficult on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,49,Male,Tertiary,Second 20%,Getting by on present income,Employed full time for self
TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,68,Female,Elementary or less (8 years or less),Second 20%,Finding it difficult on present income,Out of workforce
FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,33,Male,Secondary (8-15 years),Second 20%,Finding it difficult on present income,Out of workforce
TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,40,Male,Secondary (8-15 years),Fourth 20%,Getting by on present income,Employed full time for self
FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,47,Male,Tertiary,Middle 20%,Getting by on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,49,Male,Secondary (8-15 years),Richest 20%,Living comfortable on present income,Employed full time for self
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,68,Male,Secondary (8-15 years),Middle 20%,Getting by on present income,Out of workforce
TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,24,Male,Secondary (8-15 years),Richest 20%,Finding it difficult on present income,Unemployed
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,63,Male,Secondary (8-15 years),Fourth 20%,Getting by on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,27,Female,Tertiary,Richest 20%,Living comfortable on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,50,Female,Secondary (8-15 years),Fourth 20%,Living comfortable on present income,Employed full time for an employer
TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,62,Male,Secondary (8-15 years),Middle 20%,Getting by on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,58,Female,Tertiary,Poorest 20%,Getting by on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,51,Male,Tertiary,Fourth 20%,Living comfortable on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,41,Female,Secondary (8-15 years),Second 20%,Getting by on present income,Employed full time for an employer
FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,39,Female,Tertiary,Richest 20%,Living comfortable on present income,Employed part time do not want full time
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,53,Male,Tertiary,Second 20%,Living comfortable on present income,Employed full time for an employer
TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,83,Male,Secondary (8-15 years),Second 20%,Getting by on present income,Out of workforce
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,29,Female,Secondary (8-15 years),Second 20%,Living comfortable on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,52,Female,Tertiary,Richest 20%,Living comfortable on present income,Employed full time for an employer
TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,54,Male,Secondary (8-15 years),Poorest 20%,Finding it very difficult on present income,Out of workforce
TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,51,Male,Tertiary,Richest 20%,Living comfortable on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,25,Female,Tertiary,Richest 20%,Living comfortable on present income,Employed full time for an employer
TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,46,Female,Secondary (8-15 years),Middle 20%,Finding it difficult on present income,Employed full time for an employer
TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,55,Male,Secondary (8-15 years),Middle 20%,Finding it difficult on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,52,Female,Secondary (8-15 years),Poorest 20%,Living comfortable on present income,Employed full time for an employer
TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,58,Male,Tertiary,Richest 20%,Getting by on present income,Employed full time for an employer
TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,39,Female,Tertiary,Poorest 20%,Getting by on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,Male,Secondary (8-15 years),Middle 20%,Getting by on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,42,Male,Tertiary,Fourth 20%,Living comfortable on present income,Employed full time for an employer
TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,22,Female,Tertiary,Fourth 20%,Getting by on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,31,Female,Tertiary,Richest 20%,Living comfortable on present income,Employed full time for an employer
TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,34,Male,Tertiary,Richest 20%,Living comfortable on present income,Out of workforce
FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,31,Male,Secondary (8-15 years),Fourth 20%,Getting by on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,59,Female,Tertiary,Richest 20%,Getting by on present income,Employed full time for an employer
TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,44,Male,Secondary (8-15 years),Poorest 20%,Getting by on present income,Employed full time for an employer
TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,65,Male,Secondary (8-15 years),Fourth 20%,Getting by on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,27,Female,Secondary (8-15 years),Second 20%,Getting by on present income,Employed full time for an employer
FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,43,Male,Tertiary,Middle 20%,Living comfortable on present income,Employed full time for an employer
FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,25,Male,Tertiary,Middle 20%,Getting by on present income,Unemployed
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,66,Female,Secondary (8-15 years),Fourth 20%,Getting by on present income,Out of workforce
TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,34,Female,Secondary (8-15 years),Second 20%,Getting by on present income,Employed full time for an employer
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,87,Female,Tertiary,Fourth 20%,Getting by on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,51,Male,Tertiary,Richest 20%,Living comfortable on present income,Employed full time for an employer
TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,39,Male,Secondary (8-15 years),Poorest 20%,Getting by on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,37,Male,Tertiary,Middle 20%,Getting by on present income,Employed full time for an employer
TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,71,Male,Tertiary,Richest 20%,Living comfortable on present income,Out of workforce
TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,72,Female,Elementary or less (8 years or less),Middle 20%,Getting by on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,44,Female,Tertiary,Richest 20%,Living comfortable on present income,Employed full time for self
TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,52,Female,Secondary (8-15 years),Second 20%,Finding it very difficult on present income,Out of workforce
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,67,Male,Tertiary,Fourth 20%,Getting by on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,36,Female,Tertiary,Richest 20%,Living comfortable on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,69,Male,Tertiary,Middle 20%,Getting by on present income,Out of workforce
TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,47,Female,Tertiary,Middle 20%,Getting by on present income,Employed part time do not want full time
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,87,Female,Tertiary,Richest 20%,Living comfortable on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,22,Male,Tertiary,Richest 20%,Living comfortable on present income,Employed full time for an employer
TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,69,Male,Secondary (8-15 years),Second 20%,Finding it difficult on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,30,Male,Tertiary,Middle 20%,Getting by on present income,Employed part time do not want full time
TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,30,Female,Tertiary,Fourth 20%,Getting by on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,84,Female,Secondary (8-15 years),Second 20%,Getting by on present income,Out of workforce
TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,22,Female,Secondary (8-15 years),Second 20%,Finding it difficult on present income,Employed full time for self
TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,54,Male,Secondary (8-15 years),Richest 20%,Living comfortable on present income,Employed full time for an employer
TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,72,Male,Secondary (8-15 years),Fourth 20%,Getting by on present income,Out of workforce
TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,49,Male,Secondary (8-15 years),Poorest 20%,Finding it very difficult on present income,Unemployed
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,35,Female,Tertiary,Middle 20%,Getting by on present income,Employed full time for an employer
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,40,Female,Secondary (8-15 years),Middle 20%,Getting by on present income,Employed full time for an employer
TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,42,Male,Tertiary,Fourth 20%,Getting by on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,16,Female,Secondary (8-15 years),Poorest 20%,Living comfortable on present income,Out of workforce
TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,63,Female,Elementary or less (8 years or less),Middle 20%,Getting by on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,60,Female,Secondary (8-15 years),Poorest 20%,Getting by on present income,Out of workforce
FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,29,Female,Secondary (8-15 years),Poorest 20%,Finding it very difficult on present income,Employed part time do not want full time
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,15,Male,Secondary (8-15 years),Poorest 20%,Finding it difficult on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,19,Male,Secondary (8-15 years),Middle 20%,Living comfortable on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,69,Male,Tertiary,Second 20%,Finding it difficult on present income,Out of workforce
TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,16,Female,Secondary (8-15 years),Middle 20%,Getting by on present income,Out of workforce
TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,51,Male,Secondary (8-15 years),Second 20%,Finding it difficult on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,67,Female,Tertiary,Richest 20%,Living comfortable on present income,Out of workforce
TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,60,Female,Secondary (8-15 years),Middle 20%,Finding it difficult on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,30,Male,Secondary (8-15 years),Middle 20%,Living comfortable on present income,Out of workforce
TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,20,Female,Secondary (8-15 years),Second 20%,Finding it difficult on present income,Unemployed
TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,38,Female,Secondary (8-15 years),Middle 20%,Finding it difficult on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,37,Male,Secondary (8-15 years),Second 20%,Finding it difficult on present income,Employed full time for an employer
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,63,Female,Secondary (8-15 years),Middle 20%,Finding it difficult on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,Female,Secondary (8-15 years),Middle 20%,Getting by on present income,Out of workforce
TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,34,Male,Secondary (8-15 years),Fourth 20%,Finding it difficult on present income,Employed full time for an employer
TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,46,Male,Tertiary,Second 20%,Getting by on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,32,Female,Tertiary,Second 20%,Living comfortable on present income,Employed full time for an employer
TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,47,Female,Tertiary,Second 20%,Finding it difficult on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,47,Male,Tertiary,Poorest 20%,Getting by on present income,Employed full time for an employer
TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,72,Male,Secondary (8-15 years),Middle 20%,Living comfortable on present income,Out of workforce
FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,29,Male,Secondary (8-15 years),Fourth 20%,Getting by on present income,Employed part time do not want full time
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,19,Female,Secondary (8-15 years),Poorest 20%,Living comfortable on present income,Out of workforce
TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,31,Male,Secondary (8-15 years),Fourth 20%,Getting by on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,38,Female,Secondary (8-15 years),Fourth 20%,Getting by on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,37,Male,Elementary or less (8 years or less),Poorest 20%,Getting by on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,32,Female,Secondary (8-15 years),Poorest 20%,Getting by on present income,Employed full time for an employer
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,22,Male,Tertiary,Second 20%,Getting by on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,34,Female,Tertiary,Middle 20%,Living comfortable on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,67,Female,Secondary (8-15 years),Middle 20%,Finding it difficult on present income,Out of workforce
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,51,Female,Secondary (8-15 years),Fourth 20%,Living comfortable on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,34,Female,Tertiary,Poorest 20%,Getting by on present income,Employed full time for an employer
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,50,Female,Tertiary,Richest 20%,Getting by on present income,Employed full time for an employer
TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,32,Male,Secondary (8-15 years),Poorest 20%,Finding it very difficult on present income,Employed part time want full time
FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,30,Male,Secondary (8-15 years),Poorest 20%,Finding it very difficult on present income,Employed full time for an employer
