Area code, population_density, pct_age_16_64, modelled_unemployment_rate, gdhi_per_head, median_weekly_pay, inward_fdi, active_businesses, business_births   , business_deaths   , high_growth_businesses, cancer_stage1_2   , gigabit_broadband, coverage_4g, coverage_5g, premises_below_30mbps, travel_time_bike  , travel_time_car  , travel_time_pt_walk, Area name
N09000003,             2508.0,         66.02,                           ,       16554.0,             414.3,           ,           11220.0, 11.720142602495544,  8.511586452762923,     3.7940379403794036,                   ,              95.4,      100.0 ,       99.77,                   1.0,                   ,                  ,                    , Belfast
N09000004,               72.0,         61.8 ,                           ,       16493.0,             403.7,           ,            4450.0,  8.426966292134832,  7.415730337078652,     3.9215686274509802,                   ,              92.7,       97.4 ,       89.08,                   2.5,                   ,                  ,                    , Causeway Coast and Glens
N09000005,              121.0,         63.26,                           ,       15315.0,             383.6,           ,            4385.0,  9.806157354618016,  7.98175598631699 ,     3.8095238095238098,                   ,              93.5,       95.82,       72.21,                   1.8,                   ,                  ,                    , Derry City and Strabane
N09000006,               41.0,         61.11,                           ,       16125.0,             429.8,           ,            4810.0,  8.419958419958421,  6.860706860706861,     4.3478260869565215,                   ,              89.9,       98.35,       75.3 ,                   3.8,                   ,                  ,                    , Fermanagh and Omagh
N09000007,              292.0,         62.58,                           ,       18858.0,             484.5,           ,            4665.0, 11.361200428724544,  7.609860664523044,     3.508771929824561 ,                   ,              96.2,       99.99,       98.88,                   0.4,                   ,                  ,                    , Lisburn and Castlereagh
N09000008,              131.0,         61.91,                           ,       17074.0,             418.6,           ,            3875.0,  9.419354838709678,  7.741935483870968,     2.4096385542168677,                   ,              94.7,       99.36,       92.48,                   1.3,                   ,                  ,                    , Mid and East Antrim
N09000009,               81.0,         62.29,                           ,       16741.0,             404.5,           ,            6320.0,  7.832278481012659,  6.091772151898734,     3.4722222222222223,                   ,              93.6,       99.56,       90.04,                   1.7,                   ,                  ,                    , Mid Ulster
N09000010,              108.0,         61.63,                           ,       16243.0,             413.0,           ,            7075.0, 10.742049469964664,  7.915194346289753,     3.4722222222222223,                   ,              94.2,       96.33,       84.6 ,                   1.3,                   ,                  ,                    , "            Newry, Mourne and Down          "
N09000011,              287.0,         59.95,                           ,       18333.0,             418.9,           ,            4505.0,  9.211986681465039,  8.657047724750278,     2.0618556701030926,                   ,              95.8,      100.0 ,       98.71,                   0.3,                   ,                  ,                    , Ards and North Down
N92000002,              138.0,         62.68,                           ,       16795.0,             429.3,    10448.0,           61730.0,  9.792645391219828,  7.759598250445489,     3.5522788203753355,                   ,              94.2,       98.31,       86.34,                   1.3,                   ,                  ,                    , Northern Ireland
S12000005,              325.0,         62.66,                        3.3,       19594.0,             445.9,           ,            1175.0, 11.48936170212766 , 11.48936170212766 ,     3.8461538461538463,                   ,              85.3,       97.3 ,       92.92,                   1.3,                   ,                  ,                    , Clackmannanshire
S12000006,               23.0,         58.35,                        3.2,       18538.0,             395.4,           ,            4635.0,  7.874865156418555,  8.30636461704423 ,     3.3057851239669422,                   ,              51.8,       96.45,       39.08,                   3.5,                   ,                  ,                    , Dumfries and Galloway
S12000008,               96.0,         62.2 ,                        4.5,       17045.0,             480.7,           ,            3165.0, 11.690363349131122,  9.95260663507109 ,     2.857142857142857 ,                   ,              78.0,       96.59,       51.29,                   1.5,                   ,                  ,                    , East Ayrshire
S12000010,              160.0,         61.32,                        2.7,       22273.0,             509.8,           ,            3295.0, 10.773899848254933,  9.711684370257966,     2.941176470588235 ,                   ,              86.3,       98.89,       75.0 ,                   3.6,                   ,                  ,                    , East Lothian
S12000011,              548.0,         59.41,                        2.7,       22338.0,             672.0,           ,            2945.0, 11.37521222410866 , 10.865874363327674,     2.2222222222222223,                   ,              94.6,       99.95,       77.82,                   1.5,                   ,                  ,                    , East Renfrewshire
S12000013,                9.0,         58.38,                        2.4,       21410.0,             480.1,           ,             930.0,  8.064516129032258,  8.064516129032258,     0.0               ,                   ,              10.3,       95.77,       13.76,                  12.5,                   ,                  ,                    , Na h-Eileanan Siar
S12000014,              537.0,         63.71,                        3.7,       18182.0,             473.9,           ,            4105.0, 11.936662606577345, 11.20584652862363 ,     3.260869565217391 ,                   ,              93.3,       99.98,       84.67,                   1.3,                   ,                  ,                    , Falkirk
S12000017,                9.0,         61.0 ,                        2.8,       19663.0,             450.7,           ,            9510.0,  9.253417455310199,  8.727655099894847,     3.982300884955752 ,                   ,              60.2,       82.25,       22.63,                  13.6,                   ,                  ,                    , Highland
S12000018,              493.0,         62.92,                        4.8,       17360.0,             390.7,           ,            1785.0, 11.76470588235294 , 10.644257703081232,     2.564102564102564 ,                   ,              78.6,       98.79,       81.19,                   1.5,                   ,                  ,                    , Inverclyde
S12000019,              264.0,         62.26,                        2.7,       18931.0,             477.6,           ,            2595.0, 11.175337186897881,  8.670520231213873,     6.451612903225806 ,                   ,              90.6,       97.95,       82.38,                   0.9,                   ,                  ,                    , Midlothian
S12000020,               42.0,         61.62,                        3.2,       18476.0,             407.4,           ,            2865.0,  9.07504363001745 ,  8.37696335078534 ,     2.941176470588235 ,                   ,              59.7,       95.0 ,       51.0 ,                   7.5,                   ,                  ,                    , Moray
S12000021,              152.0,         60.77,                        5.3,       16882.0,             465.6,           ,            3440.0, 12.063953488372094, 10.901162790697674,     4.225352112676056 ,                   ,              79.0,       94.18,       50.95,                   2.0,                   ,                  ,                    , North Ayrshire
S12000023,               22.0,         59.99,                        1.9,       18384.0,             392.0,           ,             900.0,  5.555555555555555,  7.222222222222221,     3.3333333333333335,                   ,              24.9,       99.1 ,       16.35,                  15.0,                   ,                  ,                    , Orkney Islands
S12000026,               25.0,         58.88,                        3.0,       19701.0,             453.3,           ,            4135.0,  8.101571946795646,  8.585247883917775,     2.3529411764705883,                   ,              68.3,       96.09,       30.8 ,                   2.4,                   ,                  ,                    , Scottish Borders
S12000027,               16.0,         60.62,                        2.2,       20893.0,             487.3,           ,             930.0,  5.913978494623656,  8.064516129032258,     3.4482758620689653,                   ,              17.2,       98.92,       15.35,                  14.9,                   ,                  ,                    , Shetland Islands
S12000028,               92.0,         58.79,                        3.7,       18681.0,             499.2,           ,            3465.0, 10.38961038961039 , 11.544011544011545,     2.380952380952381 ,                   ,              79.9,       94.21,       42.32,                   1.4,                   ,                  ,                    , South Ayrshire
S12000029,              182.0,         63.27,                        3.2,       18779.0,             491.5,           ,            9555.0, 12.087912087912088, 11.041339612768185,     2.912621359223301 ,                   ,              88.1,       97.12,       58.55,                   1.2,                   ,                  ,                    , South Lanarkshire
S12000030,               42.0,         63.59,                        3.8,       20940.0,             533.5,           ,            3815.0,  9.82961992136304 ,  9.043250327653997,     5.747126436781609 ,                   ,              74.4,       87.52,       54.15,                   3.7,                   ,                  ,                    , Stirling
S12000033,             1200.0,         68.18,                        3.1,       21093.0,             498.3,           ,            9520.0, 11.186974789915967, 10.084033613445378,     3.361344537815126 ,                   ,              91.8,      100.0 ,       98.79,                   1.6,                   ,                  ,                    , Aberdeen City
S12000034,               41.0,         61.65,                        2.3,       22070.0,             498.3,           ,           12095.0,  9.136006614303431,  9.54940057875155 ,     3.167420814479638 ,                   ,              43.4,       94.69,       48.69,                   9.8,                   ,                  ,                    , Aberdeenshire
S12000035,               13.0,         59.41,                        2.9,       19423.0,             402.2,           ,            3270.0,  8.103975535168196,  7.79816513761468 ,     5.333333333333334 ,                   ,              21.1,       89.64,       29.05,                  11.5,                   ,                  ,                    , Argyll and Bute
S12000036,             1930.0,         69.32,                        2.6,       24445.0,             498.3,           ,           21095.0, 12.277790945721735,  9.741644939559137,     5.4989816700611   ,                   ,              92.2,       99.96,       99.75,                   1.6,                   ,                  ,                    , City of Edinburgh
S12000038,              692.0,         64.39,                        3.7,       18292.0,             480.2,           ,            5160.0, 12.790697674418606, 11.14341085271318 ,     3.937007874015748 ,                   ,              95.7,       99.53,       93.67,                   0.8,                   ,                  ,                    , Renfrewshire
S12000039,              564.0,         63.69,                        4.4,       16485.0,             424.9,           ,            2115.0, 15.130023640661939, 10.401891252955082,     4.3478260869565215,                   ,              90.8,       98.36,       90.85,                   0.7,                   ,                  ,                    , West Dunbartonshire
S12000040,              420.0,         64.16,                        2.9,       18351.0,             476.4,           ,            5120.0, 12.109375         , 11.23046875       ,     4.385964912280701 ,                   ,              90.4,       99.83,       88.55,                   1.5,                   ,                  ,                    , West Lothian
S12000041,               53.0,         59.61,                        3.2,       19476.0,             457.4,           ,            3625.0,  9.655172413793103, 10.068965517241379,     2.7027027027027026,                   ,              58.6,       90.59,       58.28,                   9.5,                   ,                  ,                    , Angus
S12000042,             2480.0,         65.95,                        5.4,       16306.0,             438.2,           ,            3760.0, 12.76595744680851 , 11.037234042553191,     1.7699115044247788,                   ,              93.9,      100.0 ,      100.0 ,                   0.8,                   ,                  ,                    , Dundee City
S12000045,              624.0,         59.61,                        2.6,       23202.0,             558.0,           ,            3250.0, 10.0              , 10.76923076923077 ,     2.083333333333333 ,                   ,              91.7,       98.2 ,       94.32,                   1.8,                   ,                  ,                    , East Dunbartonshire
S12000047,              280.0,         62.15,                        4.1,       17854.0,             452.1,           ,           10585.0, 14.123760037789324, 12.517713745866793,     3.7383177570093453,                   ,              80.9,       99.94,       91.98,                   1.3,                   ,                  ,                    , Fife
S12000048,               28.0,         60.09,                        2.3,       21148.0,             467.4,           ,            5640.0,  8.24468085106383 ,  8.24468085106383 ,     3.90625           ,                   ,              51.4,       84.51,       39.63,                   8.3,                   ,                  ,                    , Perth and Kinross
S12000049,             3508.0,         70.1 ,                        4.7,       17093.0,             452.0,           ,           21770.0, 15.043638033991732, 11.27698667891594 ,     4.778156996587031 ,                   ,              94.6,      100.0 ,      100.0 ,                   1.0,                   ,                  ,                    , Glasgow City
S12000050,              727.0,         64.59,                        4.1,       16966.0,             482.6,           ,            8490.0, 13.604240282685511, 11.484098939929329,     4.324324324324325 ,                   ,              91.7,       99.91,       86.61,                   1.4,                   ,                  ,                    , North Lanarkshire
S92000003,               69.0,         63.89,                        3.5,       19361.0,             472.8,    96863.0,          178740.0, 11.569878035134833, 10.243929730334564,     3.933545076960664 ,                   ,              79.7,       89.9 ,       36.84,                   3.3,                   ,                  ,                    , Scotland
W06000001,               96.0,         56.64,                        4.0,       17389.0,             445.8,           ,            2100.0,  9.047619047619047,  8.333333333333332,     6.521739130434782 ,                   ,              55.3,       99.91,       62.18,                   5.0,                   ,                  ,                    , Isle of Anglesey
W06000002,               46.0,         60.24,                        3.5,       16380.0,             401.4,           ,            4360.0,  7.68348623853211 ,  8.371559633027523,     3.7735849056603774,                   ,              62.4,       93.22,       49.48,                   6.0,                   ,                  ,                    , Gwynedd
W06000003,              101.0,         56.55,                        3.7,       18248.0,             406.6,           ,            4060.0,  8.866995073891626,  8.74384236453202 ,     4.395604395604396 ,                   ,              85.6,       96.34,       36.27,                   3.4,                   ,                  ,                    , Conwy
W06000004,              113.0,         57.59,                        4.0,       17605.0,             404.1,           ,            3560.0, 16.853932584269664,  8.426966292134832,     2.2222222222222223,                   ,              78.7,       97.72,       55.72,                   4.8,                   ,                  ,                    , Denbighshire
W06000005,              351.0,         60.75,                        3.2,       18811.0,             449.5,           ,            5610.0, 12.032085561497325,  9.982174688057041,     4.838709677419355 ,                   ,              89.4,       99.84,       66.96,                   2.3,                   ,                  ,                    , Flintshire
W06000006,              270.0,         61.35,                        4.5,       17195.0,             480.7,           ,            4120.0, 10.436893203883495,  9.951456310679612,     5.4945054945054945,                   ,              76.4,       98.77,       71.68,                   2.6,                   ,                  ,                    , Wrexham
W06000008,               40.0,         60.21,                        3.4,       17162.0,             409.3,           ,            2810.0,  8.007117437722421,  7.829181494661921,     3.389830508474576 ,                   ,              50.0,       95.8 ,       46.48,                  10.0,                   ,                  ,                    , Ceredigion
W06000009,               75.0,         56.92,                        4.2,       17610.0,             419.9,           ,            4940.0, 10.020242914979757,  7.793522267206478,     3.5398230088495577,                   ,              64.9,       99.16,       77.07,                   5.1,                   ,                  ,                    , Pembrokeshire
W06000010,               79.0,         58.66,                        3.8,       16851.0,             451.2,           ,            6145.0,  9.51993490642799 ,  8.787632221318145,     3.125             ,                   ,              69.2,       97.78,       63.32,                   7.6,                   ,                  ,                    , Carmarthenshire
W06000011,              632.0,         62.55,                        4.5,       16945.0,             440.3,           ,            7600.0, 16.315789473684212, 10.592105263157894,     2.976190476190476 ,                   ,              88.8,       98.68,       78.59,                   1.2,                   ,                  ,                    , Swansea
W06000012,              320.0,         61.13,                        4.2,       16419.0,             459.4,           ,            3230.0, 11.30030959752322 , 10.371517027863778,     3.8461538461538463,                   ,              81.3,       99.22,       87.21,                   1.7,                   ,                  ,                    , Neath Port Talbot
W06000013,              576.0,         61.26,                        4.0,       16711.0,             449.4,           ,            4155.0, 12.274368231046932, 10.589651022864018,     4.25531914893617  ,                   ,              88.7,       99.65,       97.27,                   1.3,                   ,                  ,                    , Bridgend
W06000014,              392.0,         59.64,                        3.6,       21347.0,             485.5,           ,            4525.0, 10.828729281767956, 10.165745856353592,     6.493506493506493 ,                   ,              89.3,       99.98,       97.27,                   1.6,                   ,                  ,                    , Vale of Glamorgan
W06000015,             2534.0,         66.99,                        4.1,       17854.0,             477.1,           ,           12500.0, 12.44             ,  9.8              ,     5.369127516778524 ,                   ,              92.1,      100.0 ,       99.98,                   1.6,                   ,                  ,                    , Cardiff
W06000016,              560.0,         61.76,                        4.8,       15870.0,             430.1,           ,            6665.0, 13.053263315828959, 11.627906976744185,     4.0               ,                   ,              76.1,       99.18,       85.64,                   1.1,                   ,                  ,                    , Rhondda Cynon Taf
W06000018,              637.0,         61.39,                        4.6,       16332.0,             444.9,           ,            4550.0, 14.175824175824175,  9.56043956043956 ,     4.040404040404041 ,                   ,              87.5,       98.76,       96.04,                   0.7,                   ,                  ,                    , Caerphilly
W06000019,              620.0,         62.2 ,                        4.7,       13912.0,             384.1,           ,            1365.0, 13.553113553113553, 11.72161172161172 ,     3.4482758620689653,                   ,              68.8,       99.95,       97.56,                   1.5,                   ,                  ,                    , Blaenau Gwent
W06000020,              729.0,         60.64,                        4.4,       16508.0,             455.4,           ,            2370.0, 10.970464135021098, 11.181434599156118,     3.4482758620689653,                   ,              82.5,       98.98,       97.18,                   2.5,                   ,                  ,                    , Torfaen
W06000021,              108.0,         58.52,                        2.9,       22293.0,             504.5,           ,            4155.0,  9.626955475330927,  9.14560770156438 ,     2.631578947368421 ,                   ,              75.5,       98.27,       71.56,                   6.7,                   ,                  ,                    , Monmouthshire
W06000022,              823.0,         62.5 ,                        4.6,       16596.0,             458.4,           ,            5650.0, 13.185840707964601, 21.327433628318584,     3.5398230088495577,                   ,              92.3,      100.0 ,       99.79,                   1.5,                   ,                  ,                    , Newport
W06000023,               25.0,         56.83,                        2.7,       18356.0,             430.5,           ,            5695.0,  7.023705004389816,  7.199297629499561,     3.5398230088495577,                   ,              57.0,       94.57,       35.0 ,                  11.9,                   ,                  ,                    , Powys
W06000024,              532.0,         62.15,                        4.7,       15112.0,             440.6,           ,            1450.0, 12.758620689655173, 12.068965517241379,     6.451612903225806 ,                   ,              76.4,       99.42,       82.9 ,                   0.7,                   ,                  ,                    , Merthyr Tydfil
W92000004,              149.0,         61.01,                        4.1,       17356.0,             446.2,    20410.0,          101615.0, 11.558332923288885, 10.215027308960291,     4.12324422292705  ,                   ,              79.1,       96.64,       56.67,                   3.3,                   ,                  ,                    , Wales
